Cod CIM,Denumire comerciala,DCI,Forma farmaceutica,Concentratie,Firma / tara producatoare APP,Firma / tara detinatoare APP,Cod ATC,Actiune terapeutica,Prescriptie,Nr / data ambalaj APP,Ambalaj,Volum ambalaj,Valabilitate ambalaj,Bulina,Diez,Stea,Triunghi,Dreptunghi,Data actualizare
W69365010,"FINGOLIMOD MSN 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",PHARMADOX HEALTHCARE LTD. - MALTA,MSN LABS EUROPE LIMITED - MALTA,L04AA27,IMUNOSUPRESOARE IMUNOSUPRESOARE SELECTIVE,PR,16327/2025/10,Cutie cu blist. doze unitare PVC-PCTFE/Al x 28x1 caps.,,3 ani,,,,,,06.03.26
W69365011,"FINGOLIMOD MSN 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",PHARMADOX HEALTHCARE LTD. - MALTA,MSN LABS EUROPE LIMITED - MALTA,L04AA27,IMUNOSUPRESOARE IMUNOSUPRESOARE SELECTIVE,PR,16327/2025/11,Cutie cu blist. doze unitare PVC-PCTFE/Al x 30x1 caps.,,3 ani,,,,,,06.03.26
W69365012,"FINGOLIMOD MSN 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",PHARMADOX HEALTHCARE LTD. - MALTA,MSN LABS EUROPE LIMITED - MALTA,L04AA27,IMUNOSUPRESOARE IMUNOSUPRESOARE SELECTIVE,PR,16327/2025/12,Cutie cu blist. doze unitare PVC-PCTFE/Al x 98x1 caps.,,3 ani,,,,,,06.03.26
W68683001,"FINGOLIMOD RICHTER 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",SYNTHON HISPANIA S.L. - SPANIA,GEDEON RICHTER  PLC. - UNGARIA,L04AE01,IMUNOSUPRESOARE MODULATORI AI RECEPTORILOR DE SFINGOZINA-1-FOSFAT (S1P),PR,15874/2025/01,Cutie cu blist. OPA/Al/PVC-Al x 7 caps.,,3 ani,,,,,,06.03.26
W68683002,"FINGOLIMOD RICHTER 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",SYNTHON HISPANIA S.L. - SPANIA,GEDEON RICHTER  PLC. - UNGARIA,L04AE01,IMUNOSUPRESOARE MODULATORI AI RECEPTORILOR DE SFINGOZINA-1-FOSFAT (S1P),PR,15874/2025/02,Cutie cu blist. OPA/Al/PVC-Al x 28 caps.,,3 ani,,,,,,06.03.26
W68683003,"FINGOLIMOD RICHTER 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",SYNTHON HISPANIA S.L. - SPANIA,GEDEON RICHTER  PLC. - UNGARIA,L04AE01,IMUNOSUPRESOARE MODULATORI AI RECEPTORILOR DE SFINGOZINA-1-FOSFAT (S1P),PR,15874/2025/03,Cutie cu blist. OPA/Al/PVC-Al x 98 caps.,,3 ani,,,,,,06.03.26
W68683004,"FINGOLIMOD RICHTER 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",SYNTHON HISPANIA S.L. - SPANIA,GEDEON RICHTER  PLC. - UNGARIA,L04AE01,IMUNOSUPRESOARE MODULATORI AI RECEPTORILOR DE SFINGOZINA-1-FOSFAT (S1P),PR,15874/2025/04,Cutie cu blist. perforate OPA/Al/PVC-Al x 7x1 caps. cu doza unitara,,3 ani,,,,,,06.03.26
W68683005,"FINGOLIMOD RICHTER 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",SYNTHON HISPANIA S.L. - SPANIA,GEDEON RICHTER  PLC. - UNGARIA,L04AE01,IMUNOSUPRESOARE MODULATORI AI RECEPTORILOR DE SFINGOZINA-1-FOSFAT (S1P),PR,15874/2025/05,Cutie cu blist. perforate OPA/Al/PVC-Al x 28x1 caps. cu doza unitara,,3 ani,,,,,,06.03.26
W68683006,"FINGOLIMOD RICHTER 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",SYNTHON HISPANIA S.L. - SPANIA,GEDEON RICHTER  PLC. - UNGARIA,L04AE01,IMUNOSUPRESOARE MODULATORI AI RECEPTORILOR DE SFINGOZINA-1-FOSFAT (S1P),PR,15874/2025/06,Cutie cu blist. perforate OPA/Al/PVC-Al x 98x1 caps. cu doza unitara,,3 ani,,,,,,06.03.26
W67368001,"FINGOLIMOD ZENTIVA 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",ZENTIVA S.A. - ROMANIA,"ZENTIVA, K.S. - REPUBLICA CEHA",L04AE01,IMUNOSUPRESOARE MODULATORI AI RECEPTORILOR DE SFINGOZINA-1-FOSFAT (S1P),PR,16370/2025/01,Cutie cu blist. PVC-PVdC/Al x 7 caps.,,3 ani,,,,,,06.03.26
W67368002,"FINGOLIMOD ZENTIVA 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",ZENTIVA S.A. - ROMANIA,"ZENTIVA, K.S. - REPUBLICA CEHA",L04AE01,IMUNOSUPRESOARE MODULATORI AI RECEPTORILOR DE SFINGOZINA-1-FOSFAT (S1P),PR,16370/2025/02,Cutie cu blist. PVC-PVdC/Al x 28 caps.,,3 ani,,,,,,06.03.26
W67368003,"FINGOLIMOD ZENTIVA 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",ZENTIVA S.A. - ROMANIA,"ZENTIVA, K.S. - REPUBLICA CEHA",L04AE01,IMUNOSUPRESOARE MODULATORI AI RECEPTORILOR DE SFINGOZINA-1-FOSFAT (S1P),PR,16370/2025/03,Cutie cu blist. PVC-PVdC/Al x 30 caps.,,3 ani,,,,,,06.03.26
W67368004,"FINGOLIMOD ZENTIVA 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",ZENTIVA S.A. - ROMANIA,"ZENTIVA, K.S. - REPUBLICA CEHA",L04AE01,IMUNOSUPRESOARE MODULATORI AI RECEPTORILOR DE SFINGOZINA-1-FOSFAT (S1P),PR,16370/2025/04,Cutie cu blist. PVC-PVdC/Al x 56 caps.,,3 ani,,,,,,06.03.26
W67368005,"FINGOLIMOD ZENTIVA 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",ZENTIVA S.A. - ROMANIA,"ZENTIVA, K.S. - REPUBLICA CEHA",L04AE01,IMUNOSUPRESOARE MODULATORI AI RECEPTORILOR DE SFINGOZINA-1-FOSFAT (S1P),PR,16370/2025/05,Cutie cu blist. PVC-PVdC/Al x 90 caps.,,3 ani,,,,,,06.03.26
W67368006,"FINGOLIMOD ZENTIVA 0,5 mg",FINGOLIMODUM,CAPS.,"0,5mg",ZENTIVA S.A. - ROMANIA,"ZENTIVA, K.S. - REPUBLICA CEHA",L04AE01,IMUNOSUPRESOARE MODULATORI AI RECEPTORILOR DE SFINGOZINA-1-FOSFAT (S1P),PR,16370/2025/06,Cutie cu blist. PVC-PVdC/Al x 98 caps.,,3 ani,,,,,,06.03.26
W70325001,"FINJUVE PENTRU BARBATI 2,275 mg/ml",FINASTERIDUM,"SPRAY CUT., SOL.","2,275mg/ml",ALMIRALL HERMAL GMBH - GERMANIA,POLICHEM S.A. - LUXEMBURG,D11AX10,ALTE PREPARATE DE UZ DERMATOLOGIC ALTE PREPARATE DERMATOLOGICE,P6L,16199/2025/01,"Cutie cu 1 flac. din PP prevazut cu o pompa de pulverizare mecanica cu inchidere si 1 con din PP separat x 18 ml spray cutanat, sol.",,3 ani-dupa ambalarea pt. comercializare;dupa prima deschidere a flac.-6 luni,,,,,,06.03.26
W70325002,"FINJUVE PENTRU BARBATI 2,275 mg/ml",FINASTERIDUM,"SPRAY CUT., SOL.","2,275mg/ml",ALMIRALL HERMAL GMBH - GERMANIA,POLICHEM S.A. - LUXEMBURG,D11AX10,ALTE PREPARATE DE UZ DERMATOLOGIC ALTE PREPARATE DERMATOLOGICE,P6L,16199/2025/02,"Cutie cu 3 flac. din PP prevazute cu o pompa de pulverizare mecanica cu inchidere si 3 conuri din PP separate x 18 ml spray cutanat, sol.",,3 ani-dupa ambalarea pt. comercializare;dupa prima deschidere a flac.-6 luni,,,,,,06.03.26
W70094001,FINLEE 10 mg,DABRAFENIBUM,COMPR. DISPERSABILE,10mg,LEK PHARMACEUTICALS D.D - SLOVENIA,NOVARTIS EUROPHARM LIMITED - IRLANDA,L01EC02,INHIBITORI DE PROTEIN-KINAZA INHIBITORI B-RAF SERIN-TREONIN KINAZEI (BRAF),PR ,1767/2023/01,1 flac. (210 comprimate dispersabile) si 2 masuri dozatoare,,2 ani,,,,X,,06.03.26
W70094002,FINLEE 10 mg,DABRAFENIBUM,COMPR. DISPERSABILE,10mg,LEK PHARMACEUTICALS D.D - SLOVENIA,NOVARTIS EUROPHARM LIMITED - IRLANDA,L01EC02,INHIBITORI DE PROTEIN-KINAZA INHIBITORI B-RAF SERIN-TREONIN KINAZEI (BRAF),PR ,1767/2023/02,2 flac. (420 comprimate dispersabile) si 2 masuri dozatoare,,2 ani,,,,X,,06.03.26
W69626001,FINTEPLA,FENFLURAMINUM,SOL. ORALA,"2,2mg/ml",MILLMOUNT HEALTHCARE LTD - IRLANDA,UCB PHARMA S.A. - BELGIA,N03AX26,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PR,1491/2020/01,"Flacon care contine 60 ml de sol. orala, un adaptor pentru flacon, doua seringi pentru administrare orala de 3 ml cu gradatii la 0,1 ml si doua seringi pentru administrare orala de 6 ml cu gradatii la 0,2 ml",,4 ani,,,,X,,06.03.26
W69626002,FINTEPLA,FENFLURAMINUM,SOL. ORALA,"2,2mg/ml",MILLMOUNT HEALTHCARE LTD - IRLANDA,UCB PHARMA S.A. - BELGIA,N03AX26,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PR,1491/2020/02,"Flacon care contine 120 ml de sol. orala, un adaptor pentru flacon, doua seringi pentru administrare orala de 3 ml cu gradatii la 0,1 ml si doua seringi pentru administrare orala de 6 ml cu gradatii la 0,2 ml",,4 ani,,,,X,,06.03.26
W69626003,FINTEPLA,FENFLURAMINUM,SOL. ORALA,"2,2mg/ml",MILLMOUNT HEALTHCARE LTD - IRLANDA,UCB PHARMA S.A. - BELGIA,N03AX26,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PR,1491/2020/04,"Flacon care contine 360 ml de sol. orala, un adaptor pentru flacon, doua seringi pentru administrare orala de 3 ml cu gradatii la 0,1 ml si doua seringi pentru administrare orala de 6 ml cu gradatii la 0,2 ml",,4 ani,,,,X,,06.03.26
W69626004,FINTEPLA,FENFLURAMINUM,SOL. ORALA,"2,2mg/ml",MILLMOUNT HEALTHCARE LTD - IRLANDA,UCB PHARMA S.A. - BELGIA,N03AX26,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PR,1491/2020/03,"Flacon care contine 250 ml de sol. orala, un adaptor pentru flacon, doua seringi pentru administrare orala de 3 ml cu gradatii la 0,1 ml si doua seringi pentru administrare orala de 6 ml cu gradatii la 0,2 ml",,4 ani,,,,X,,06.03.26
W00156002,FIOBILIN 250 mg,ACIDUM DEHYDROCHOLICUM,COMPR.,250mg,TERAPIA S.A. - ROMANIA,TERAPIA S.A. - ROMANIA,A05AAN1,TERAPIA VEZICII BILIARE MEDICAMENTE CONTINAND ACIZI BILIARI,OTC,12041/2019/01,Cutie cu 1 blist. Al/PVC x 10 compr.,,4 ani,,,,,,06.03.26
W00156003,FIOBILIN 250 mg,ACIDUM DEHYDROCHOLICUM,COMPR.,250mg,TERAPIA S.A. - ROMANIA,TERAPIA S.A. - ROMANIA,A05AAN1,TERAPIA VEZICII BILIARE MEDICAMENTE CONTINAND ACIZI BILIARI,OTC,12041/2019/02,Cutie cu 2 blist. Al/PVC x 10 compr.,,4 ani,,,,,,06.03.26
W00156001,FIOBILIN 250 mg,ACIDUM DEHYDROCHOLICUM,COMPR.,250mg,TERAPIA S.A. - ROMANIA,TERAPIA S.A. - ROMANIA,A05AAN1,TERAPIA VEZICII BILIARE MEDICAMENTE CONTINAND ACIZI BILIARI,OTC,12041/2019/03,Cutie cu 5 blist. Al/PVC x 10 compr.,,4 ani,,,,,,06.03.26
W68761001,FIORDATUSSI 30 mg/ml,PLANTE (EXTRACT DE PATLAGINA),SIROP,30 mg/ml,PHYTOPHARM KLEKA S.A. - POLONIA,PHYTOPHARM KLEKA S.A. - POLONIA,R05,,OTC,15030/2023/01,"Cutie cu 1 flac. din sticla bruna si masura dozatoare incluzând gradatii coresp. pt. 1, 5, 10, 15 si 20 ml x 100 ml sirop",,3 ani-dupa ambalare pentru comercializare;dupa prima deschidere a flac.- 3 luni,,,,,,06.03.26
W68761002,FIORDATUSSI 30 mg/ml,PLANTE (EXTRACT DE PATLAGINA),SIROP,30 mg/ml,PHYTOPHARM KLEKA S.A. - POLONIA,PHYTOPHARM KLEKA S.A. - POLONIA,R05,,OTC,15030/2023/02,"Cutie cu 1 flac. din sticla bruna si masura dozatoare incluzând gradatii coresp. pt. 1, 5, 10, 15 si 20 ml x 200 ml sirop",,3 ani-dupa ambalare pentru comercializare;dupa prima deschidere a flac.- 3 luni,,,,,,06.03.26
W68202001,FIRAZYR 30 mg,ICATIBANTUM,SOL. INJ. IN SERINGA PREUMPLUTA,10mg/ml,SHIRE PHARMACEUTICALS IRELAND LIMITED - IRLANDA,TAKEDA PHARM. INTERNATIONAL AG IRELAND BRANCH - IRLANDA,B06AC02,ALTI AGENTI HEMATOLOGICI MEDICAMENTE UTILIZATE IN ANGIOEDEMUL EREDITAR,PR,461/2008/01,Cutie x 1 seringa preumpluta x 3 ml + ac hipodermic,5ml,2 ani,,,,X,,06.03.26
W54155001,FIRMAGON 120 mg,DEGARELIX,PULB.+SOLV. PT. SOL. INJ.,120 mg,FERING GMBH - GERMANIA,FERRING PHARMACEUTICALS A/S - DANEMARCA,L02BX02,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,S/P-RF,504/2009/01,Cutie x 2 flac x 120 mg pulb. + 2 flac. x 6 ml solv. + 2 seringI + 2 ace pt. reconstituire + 2 ace pt. injectare,,3 ani,,,,X,,06.03.26
W54154001,FIRMAGON 80 mg,DEGARELIX,PULB.+SOLV. PT. SOL. INJ.,80 mg,FERING GMBH - GERMANIA,FERRING PHARMACEUTICALS A/S - DANEMARCA,L02BX02,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,S/P-RF,504/2009/01,Cutie x 1 flac x 80 mg pulb. + 1 flac. x 6 ml solv. + 1 seringa + 1 ac pt. reconstituire + 1 ac pt. injectare,,3 ani,,,,X,,06.03.26
W05001002,FITOMENADION TERAPIA 10 mg/ml,PHYTOMENADIONUM,SOL. INJ.,10mg/ml,TERAPIA S.A. - ROMANIA,TERAPIA S.A. - ROMANIA,B02BA01,VITAMINA K SI ALTE HEMOSTATICE VITAMINA K,PRF,9981/2017/01,Cutie cu 5 fiole din sticla bruna prevazute cu punct de rupere x 1 ml sol. inj.,1 ml,2 ani,,,,,,06.03.26
W67760001,FIXANPOST 50 micrograme/ml + 5 mg/ml,COMBINATII (LATANOPROSTUM+TIMOLOLUM),"PIC. OFT., SOL.",50micrograme/ml+5 mg/ml,DELPHARM TOURS - FRANTA,LABORATOIRES  THEA - FRANTA,S01ED51,ANTIGLAUCOMATOASE SI MIOTICE AGENTI BETABLOCANTI,P6L,15098/2023/01,"Cutie cu 1 flac. multidoza din PEID prevazut cu o pompa cu dispozitiv Easygrip x 2,5 ml pic. oft., sol.",,2 ani-dupa ambalarea pt. comercializare;dupa prima deschidere-4 saptamani,,,,,,06.03.26
W67760002,FIXANPOST 50 micrograme/ml + 5 mg/ml,COMBINATII (LATANOPROSTUM+TIMOLOLUM),"PIC. OFT., SOL.",50micrograme/ml+5 mg/ml,DELPHARM TOURS - FRANTA,LABORATOIRES  THEA - FRANTA,S01ED51,ANTIGLAUCOMATOASE SI MIOTICE AGENTI BETABLOCANTI,P6L,15098/2023/02,"Cutie cu 1 flac. multidoza din PEID prevazut cu o pompa cu dispozitiv Easygrip x 6 ml pic. oft., sol.",,2 ani-dupa ambalarea pt. comercializare;dupa prima deschidere-3 luni,,,,,,06.03.26
W65442001,FIXANPOST 50 micrograme/ml+5 mg/ml,COMBINATII (LATANOPROSTUM+TIMOLOLUM),"PICATURI OFT., SOL. IN RECIPIENT UNIDOZA",50micrograme/ml+5mg/ml,EXCELVISION - FRANTA,LABORATOIRES THEA - FRANTA,S01ED51,ANTIGLAUCOMATOASE SI MIOTICE AGENTI BETABLOCANTI,P6L,15097/2023/01,"Cutie cu 6 plicuri din PP/Al/poliester a cate 5 recipiente unidoza din PEJD ce contin fiecare 0,2 ml pic. oft., sol.",,2 ani-dupa ambalare pt. comercializare;dupa prima deschidere a recipientului-se utilizeaza imediat,,,,,,06.03.26
W65442002,FIXANPOST 50 micrograme/ml+5 mg/ml,COMBINATII (LATANOPROSTUM+TIMOLOLUM),"PICATURI OFT., SOL. IN RECIPIENT UNIDOZA",50micrograme/ml+5mg/ml,EXCELVISION - FRANTA,LABORATOIRES THEA - FRANTA,S01ED51,ANTIGLAUCOMATOASE SI MIOTICE AGENTI BETABLOCANTI,P6L,15097/2023/02,"Cutie cu 18 plicuri din PP/Al/poliester a cate 5 recipiente unidoza din PEJD ce contin fiecare 0,2 ml pic. oft., sol.",,2 ani-dupa ambalare pt. comercializare;dupa prima deschidere a recipientului-se utilizeaza imediat,,,,,,06.03.26
W63535001,FLAGYL 250 mg (vezi J01XD01),METRONIDAZOLUM,COMPR. FILM.,250mg,FAMAR LYON - FRANTA,SANOFI ROMANIA S.R.L. - ROMANIA,P01AB01,AMOEBICIDE SI ALTE ANTIPROTOZOARE DERIVATI DE NITROIMIDAZOL,PRF,7610/2015/01,Cutie cu 2 blist. PVC-PVDC/Al x 10 compr. film.,,5 ani,,,X,,,06.03.26
W63535001,FLAGYL 250 mg (vezi P01AB01),METRONIDAZOLUM,COMPR. FILM.,250mg,FAMAR LYON - FRANTA,SANOFI ROMANIA S.R.L. - ROMANIA,J01XD01,ALTE ANTIBIOTICE DERIVATI DE IMIDAZOL,PRF,7610/2015/01,Cutie cu 2 blist. PVC-PVDC/Al x 10 compr. film.,,5 ani,,,X,,,06.03.26
W12442002,FLAMEXIN 20 mg,PIROXICAMUM,COMPR.,20mg,CHIESI FARMACEUTICI S.P.A. - ITALIA,CHIESI FARMACEUTICI SPA - ITALIA,M01AC01,ANTIINFLAMATOARE SI ANTIREUMATICE NESTEROIDIENE OXICAMI,P6L,15961/2025/01,Cutie cu 1 blist. PVC/PVDC-Al/PVDC x 10 compr.,,3 ani,,,,,,06.03.26
W12442001,FLAMEXIN 20 mg,PIROXICAMUM,COMPR.,20mg,CHIESI FARMACEUTICI S.P.A. - ITALIA,CHIESI FARMACEUTICI SPA - ITALIA,M01AC01,ANTIINFLAMATOARE SI ANTIREUMATICE NESTEROIDIENE OXICAMI,P6L,15961/2025/02,Cutie cu 2 blist. PVC/PVDC-Al/PVDC x 10 compr.,,3 ani,,,,,,06.03.26
W12442003,FLAMEXIN 20 mg,PIROXICAMUM,COMPR.,20mg,CHIESI FARMACEUTICI S.P.A. - ITALIA,CHIESI FARMACEUTICI SPA - ITALIA,M01AC01,ANTIINFLAMATOARE SI ANTIREUMATICE NESTEROIDIENE OXICAMI,P6L,15961/2025/03,Cutie cu 3 blist. PVC/PVDC-Al/PVDC x 10 compr.,,3 ani,,,,,,06.03.26
W54309001,FLAMMAZINE,SULFADIAZINUM,CREMA,10mg/g,RECIPHARM PARETS S.L. - SPANIA,CN UNIFARM S.A. - ROMANIA,D06BA01,CHIMIOTERAPICE DE UZ LOCAL SULFONAMIDE,PRF,960/2024/01,Borcan x 500 g crema,,3 ani,,,,,,06.03.26
W08848001,FLAVOSOL 30 mg/ml,PROPOLIS,"PIC. ORALE, SOL.",30mg/ml,TIS FARMACEUTIC S.A. - ROMANIA,TIS FARMACEUTIC S.A. - ROMANIA,XNAP1,PREPARATE APITERAPICE APITERAPIC,OTC,2079/2009/01,"Cutie cu 1 flacon PEJD x 25 ml pic. orale, sol. + masura dozatoare",,3 ani,,,,,,06.03.26
W70025001,FLAXIOS 500 mg,DIOSMINUM (COMBINATII),COMPR. FILM.,500mg,EXTRACTUM PHARMA CO. LTD. - UNGARIA,GEMAX PHARMA S.R.O. - REPUBLICA CEHA,C05CA53,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,15102/2023/01,Cutie cu blist. PVC/Al x 30 compr. film.,,5 ani,,,,,,06.03.26
W70025002,FLAXIOS 500 mg,DIOSMINUM (COMBINATII),COMPR. FILM.,500mg,EXTRACTUM PHARMA CO. LTD. - UNGARIA,GEMAX PHARMA S.R.O. - REPUBLICA CEHA,C05CA53,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,15102/2023/02,Cutie cu blist. PVC/Al x 60 compr. film.,,5 ani,,,,,,06.03.26
W70025003,FLAXIOS 500 mg,DIOSMINUM (COMBINATII),COMPR. FILM.,500mg,EXTRACTUM PHARMA CO. LTD. - UNGARIA,GEMAX PHARMA S.R.O. - REPUBLICA CEHA,C05CA53,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,15102/2023/03,Cutie cu blist. PVC/Al x 90 compr. film.,,5 ani,,,,,,06.03.26
W70025004,FLAXIOS 500 mg,DIOSMINUM (COMBINATII),COMPR. FILM.,500mg,EXTRACTUM PHARMA CO. LTD. - UNGARIA,GEMAX PHARMA S.R.O. - REPUBLICA CEHA,C05CA53,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,15102/2023/04,Cutie cu blist. PVC/Al x 120 compr. film.,,5 ani,,,,,,06.03.26
W70025005,FLAXIOS 500 mg,DIOSMINUM (COMBINATII),COMPR. FILM.,500mg,EXTRACTUM PHARMA CO. LTD. - UNGARIA,GEMAX PHARMA S.R.O. - REPUBLICA CEHA,C05CA53,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,15102/2023/05,Cutie cu blist. PVC/Al x 180 compr. film.,,5 ani,,,,,,06.03.26
W70026001,FLAXIOS FORTE 1000 mg,DIOSMINUM,COMPR. FILM.,1000mg,MEDITOP GYÓGYSZERIPARI KFT. - UNGARIA,GEMAX PHARMA S.R.O. - REPUBLICA CEHA,C05CA03,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,15235/2023/01,Cutie cu blist. PVC-PVDC/Al x 30 compr. film.,,2 ani,,,,,,06.03.26
W70026002,FLAXIOS FORTE 1000 mg,DIOSMINUM,COMPR. FILM.,1000mg,MEDITOP GYÓGYSZERIPARI KFT. - UNGARIA,GEMAX PHARMA S.R.O. - REPUBLICA CEHA,C05CA03,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,15235/2023/02,Cutie cu blist. PVC-PVDC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W70026003,FLAXIOS FORTE 1000 mg,DIOSMINUM,COMPR. FILM.,1000mg,MEDITOP GYÓGYSZERIPARI KFT. - UNGARIA,GEMAX PHARMA S.R.O. - REPUBLICA CEHA,C05CA03,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,15235/2023/03,Cutie cu blist. PVC-PVDC/Al x 90 compr. film.,,2 ani,,,,,,06.03.26
W70026004,FLAXIOS FORTE 1000 mg,DIOSMINUM,COMPR. FILM.,1000mg,MEDITOP GYÓGYSZERIPARI KFT. - UNGARIA,GEMAX PHARMA S.R.O. - REPUBLICA CEHA,C05CA03,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,15235/2023/04,Cutie cu blist. PVC-PVDC/Al x 120 compr. film.,,2 ani,,,,,,06.03.26
W70026005,FLAXIOS FORTE 1000 mg,DIOSMINUM,COMPR. FILM.,1000mg,MEDITOP GYÓGYSZERIPARI KFT. - UNGARIA,GEMAX PHARMA S.R.O. - REPUBLICA CEHA,C05CA03,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,15235/2023/05,Cutie cu blist. PVC-PVDC/Al x 180 compr. film.,,2 ani,,,,,,06.03.26
W71479001,FLAZONEXAR 137 micrograme/50 micrograme/doza,COMBINATII (AZELASTINUM+FLUTICASONUM),"SPRAY NAZ., SUSP.",137micrograme/50micrograme/doza,TEVA CZECH INDUSTRIES S.R.O. - REPUBLICA CEHA,SIGILLATA LIMITED - IRLANDA,R01AD58,DECONGESTIONANTE  SI ALTE MEDICAMENTE NAZALE DE UZ  TOPIC CORTICOSTEROIDIENE,PRF,16297/2025/01,"Cutie cu 1 flac. din sticla de culoare bruna, cu capacitatea de 25 ml, prevazut cu o pompa de pulverizare, un aplicator nazal din PP care contine 23 g susp. (cel putin 120 de actionari)",,3 ani-dupa ambalare pentru comercializare;dupa prima deschidere a flac.- 6 luni,,,,,,06.03.26
W64059001,FLEBAZOL 1000 mg,DIOSMINUM,COMPR. FILM.,1000mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",C05CA03,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,14725/2022/01,Cutie cu blist. PVC-PVDC/Al x 20 compr. film.,,3 ani,,,,,,06.03.26
W64059002,FLEBAZOL 1000 mg,DIOSMINUM,COMPR. FILM.,1000mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",C05CA03,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,14725/2022/02,Cutie cu blist. PVC-PVDC/Al x 30 compr. film.,,3 ani,,,,,,06.03.26
W64059003,FLEBAZOL 1000 mg,DIOSMINUM,COMPR. FILM.,1000mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",C05CA03,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,14725/2022/03,Cutie cu blist. PVC-PVDC/Al x 60 compr. film.,,3 ani,,,,,,06.03.26
W64059004,FLEBAZOL 1000 mg,DIOSMINUM,COMPR. FILM.,1000mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",C05CA03,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,14725/2022/04,Cutie cu blist. PVC-PVDC/Al x 90 compr. film.,,3 ani,,,,,,06.03.26
W64059005,FLEBAZOL 1000 mg,DIOSMINUM,COMPR. FILM.,1000mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",C05CA03,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,14725/2022/05,Cutie cu blist. PVC-PVDC/Al x 120 compr. film.,,3 ani,,,,,,06.03.26
W64058001,FLEBAZOL 500 mg,DIOSMINUM,COMPR. FILM.,500mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",C05CA03,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,14724/2022/01,Cutie cu blist. PVC-PVDC/Al x 15 compr. film.,,3 ani,,,,,,06.03.26
W64058002,FLEBAZOL 500 mg,DIOSMINUM,COMPR. FILM.,500mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",C05CA03,MEDICATIA CAPILARELOR (CAPILAROTONICE) BIOFLAVONOIDE,P6L,14724/2022/02,Cutie cu blist. PVC-PVDC/Al x 30 compr. film.,,3 ani,,,,,,06.03.26
